Sample_ID,Parent_ID,Site_ID,your_site_4digit,your_rep,Sample_ID_repo,repo_location,your_richness,repo_richness,richness_difference,your_total_transformations,repo_total_transformations,total_transformations_difference,your_normalized_transformations,repo_normalized_transformations,normalized_transformations_difference,your_basin_area_km2,repo_basin_area_km2,basin_area_difference_km2
RC2_0046_ICR-3,RC2_0046,T03,0046,3,NA,NA,4697,NA,NA,30644,NA,NA,6.524164360229934,NA,NA,8977.068899999998,NA,NA
RC2_0048_ICR-1,RC2_0048,T07,0048,1,NA,NA,4595,NA,NA,28895,NA,NA,6.288356909684439,NA,NA,14144.724900000001,NA,NA
RC2_0048_ICR-2,RC2_0048,T07,0048,2,NA,NA,4217,NA,NA,31934,NA,NA,7.5726820014228124,NA,NA,14144.724900000001,NA,NA
RC2_0048_ICR-3,RC2_0048,T07,0048,3,NA,NA,4794,NA,NA,29527,NA,NA,6.1591572799332495,NA,NA,14144.724900000001,NA,NA
RC2_0049_ICR-1,RC2_0049,T02,0049,1,NA,NA,4266,NA,NA,29168,NA,NA,6.837318330989217,NA,NA,13461.462,NA,NA
RC2_0049_ICR-2,RC2_0049,T02,0049,2,NA,NA,4549,NA,NA,30344,NA,NA,6.670477027918224,NA,NA,13461.462,NA,NA
RC2_0049_ICR-3,RC2_0049,T02,0049,3,NA,NA,4789,NA,NA,27070,NA,NA,5.652537064105241,NA,NA,13461.462,NA,NA
RC2_0050_ICR-1,RC2_0050,T06,0050,1,NA,NA,4370,NA,NA,31748,NA,NA,7.264988558352402,NA,NA,206.20349999999996,NA,NA
RC2_0050_ICR-2,RC2_0050,T06,0050,2,NA,NA,4479,NA,NA,30229,NA,NA,6.749051127483813,NA,NA,206.20349999999996,NA,NA
RC2_0050_ICR-3,RC2_0050,T06,0050,3,NA,NA,4596,NA,NA,29248,NA,NA,6.363794604003481,NA,NA,206.20349999999996,NA,NA
RC2_0051_ICR-1,RC2_0051,T05P,0051,1,NA,NA,4508,NA,NA,27194,NA,NA,6.032386867790595,NA,NA,383.86440000000005,NA,NA
RC2_0051_ICR-2,RC2_0051,T05P,0051,2,NA,NA,4124,NA,NA,23960,NA,NA,5.809893307468477,NA,NA,383.86440000000005,NA,NA
RC2_0051_ICR-3,RC2_0051,T05P,0051,3,NA,NA,4746,NA,NA,27257,NA,NA,5.74315212810788,NA,NA,383.86440000000005,NA,NA
RC2_0052_ICR-1,RC2_0052,T42,0052,1,NA,NA,4657,NA,NA,27860,NA,NA,5.982392097917114,NA,NA,2465.9001000000003,NA,NA
RC2_0052_ICR-2,RC2_0052,T42,0052,2,NA,NA,4601,NA,NA,26700,NA,NA,5.803086285590089,NA,NA,2465.9001000000003,NA,NA
RC2_0052_ICR-3,RC2_0052,T42,0052,3,NA,NA,3936,NA,NA,33081,NA,NA,8.404725609756097,NA,NA,2465.9001000000003,NA,NA
RC2_0053_ICR-1,RC2_0053,T03,0053,1,NA,NA,4677,NA,NA,32069,NA,NA,6.856745777207612,NA,NA,8977.068899999998,NA,NA
RC2_0053_ICR-2,RC2_0053,T03,0053,2,NA,NA,4694,NA,NA,31915,NA,NA,6.7991052407328505,NA,NA,8977.068899999998,NA,NA
RC2_0053_ICR-3,RC2_0053,T03,0053,3,NA,NA,4135,NA,NA,31740,NA,NA,7.6759371221281745,NA,NA,8977.068899999998,NA,NA
RC2_0054_ICR-1,RC2_0054,T07,0054,1,NA,NA,4354,NA,NA,27498,NA,NA,6.3155718879191545,NA,NA,14144.724900000001,NA,NA
RC2_0054_ICR-2,RC2_0054,T07,0054,2,NA,NA,4841,NA,NA,28892,NA,NA,5.968188390828341,NA,NA,14144.724900000001,NA,NA
RC2_0054_ICR-3,RC2_0054,T07,0054,3,NA,NA,4782,NA,NA,30678,NA,NA,6.415307402760352,NA,NA,14144.724900000001,NA,NA
RC2_0055_ICR-1,RC2_0055,T06,0055,1,NA,NA,4202,NA,NA,29163,NA,NA,6.9402665397429795,NA,NA,206.20349999999996,NA,NA
RC2_0055_ICR-2,RC2_0055,T06,0055,2,NA,NA,4781,NA,NA,32268,NA,NA,6.749215645262497,NA,NA,206.20349999999996,NA,NA
RC2_0055_ICR-3,RC2_0055,T06,0055,3,NA,NA,4904,NA,NA,31931,NA,NA,6.511215334420881,NA,NA,206.20349999999996,NA,NA
RC2_0056_ICR-1,RC2_0056,T05P,0056,1,NA,NA,4681,NA,NA,27486,NA,NA,5.871822260200812,NA,NA,383.86440000000005,NA,NA
RC2_0056_ICR-2,RC2_0056,T05P,0056,2,NA,NA,4154,NA,NA,28903,NA,NA,6.957871930669234,NA,NA,383.86440000000005,NA,NA
RC2_0056_ICR-3,RC2_0056,T05P,0056,3,NA,NA,4299,NA,NA,25836,NA,NA,6.009769713886951,NA,NA,383.86440000000005,NA,NA
RC2_0057_ICR-1,RC2_0057,T42,0057,1,NA,NA,4066,NA,NA,29409,NA,NA,7.23290703393999,NA,NA,2465.9001000000003,NA,NA
RC2_0057_ICR-2,RC2_0057,T42,0057,2,NA,NA,4446,NA,NA,29183,NA,NA,6.563877642825012,NA,NA,2465.9001000000003,NA,NA
RC2_0057_ICR-3,RC2_0057,T42,0057,3,NA,NA,4485,NA,NA,27375,NA,NA,6.103678929765886,NA,NA,2465.9001000000003,NA,NA
RC2_0058_ICR-1,RC2_0058,T03,0058,1,NA,NA,4751,NA,NA,29001,NA,NA,6.104188591875395,NA,NA,8977.068899999998,NA,NA
RC2_0058_ICR-2,RC2_0058,T03,0058,2,NA,NA,4232,NA,NA,24993,NA,NA,5.905718336483932,NA,NA,8977.068899999998,NA,NA
RC2_0058_ICR-3,RC2_0058,T03,0058,3,NA,NA,4256,NA,NA,26255,NA,NA,6.168937969924812,NA,NA,8977.068899999998,NA,NA
RC2_0059_ICR-1,RC2_0059,T02,0059,1,NA,NA,4656,NA,NA,28681,NA,NA,6.160008591065292,NA,NA,13461.462,NA,NA
RC2_0059_ICR-2,RC2_0059,T02,0059,2,NA,NA,4803,NA,NA,31912,NA,NA,6.644180720383094,NA,NA,13461.462,NA,NA
RC2_0059_ICR-3,RC2_0059,T02,0059,3,NA,NA,4211,NA,NA,25505,NA,NA,6.05675611493707,NA,NA,13461.462,NA,NA
RC2_0060_ICR-1,RC2_0060,T07,0060,1,NA,NA,4706,NA,NA,30514,NA,NA,6.484062898427539,NA,NA,14144.724900000001,NA,NA
RC2_0060_ICR-2,RC2_0060,T07,0060,2,NA,NA,4767,NA,NA,28513,NA,NA,5.98132997692469,NA,NA,14144.724900000001,NA,NA
RC2_0060_ICR-3,RC2_0060,T07,0060,3,NA,NA,4880,NA,NA,29118,NA,NA,5.966803278688524,NA,NA,14144.724900000001,NA,NA
RC2_0061_ICR-1,RC2_0061,T06,0061,1,NA,NA,4056,NA,NA,32137,NA,NA,7.923323471400394,NA,NA,206.20349999999996,NA,NA
RC2_0061_ICR-2,RC2_0061,T06,0061,2,NA,NA,3853,NA,NA,29367,NA,NA,7.621853101479367,NA,NA,206.20349999999996,NA,NA
RC2_0061_ICR-3,RC2_0061,T06,0061,3,NA,NA,3951,NA,NA,32524,NA,NA,8.231840040496078,NA,NA,206.20349999999996,NA,NA
RC2_0062_ICR-1,RC2_0062,T05P,0062,1,NA,NA,4075,NA,NA,28616,NA,NA,7.022331288343558,NA,NA,383.86440000000005,NA,NA
RC2_0062_ICR-2,RC2_0062,T05P,0062,2,NA,NA,4650,NA,NA,25617,NA,NA,5.509032258064516,NA,NA,383.86440000000005,NA,NA
RC2_0062_ICR-3,RC2_0062,T05P,0062,3,NA,NA,4262,NA,NA,27723,NA,NA,6.50469263256687,NA,NA,383.86440000000005,NA,NA
RC2_0063_ICR-1,RC2_0063,T42,0063,1,NA,NA,4303,NA,NA,29558,NA,NA,6.869161050429932,NA,NA,2465.9001000000003,NA,NA
RC2_0063_ICR-2,RC2_0063,T42,0063,2,NA,NA,4606,NA,NA,28246,NA,NA,6.132435953104646,NA,NA,2465.9001000000003,NA,NA
RC2_0063_ICR-3,RC2_0063,T42,0063,3,NA,NA,4356,NA,NA,26941,NA,NA,6.184802571166207,NA,NA,2465.9001000000003,NA,NA
RC2_0064_ICR-1,RC2_0064,T03,0064,1,NA,NA,4467,NA,NA,28888,NA,NA,6.466980076113723,NA,NA,8977.068899999998,NA,NA
RC2_0064_ICR-2,RC2_0064,T03,0064,2,NA,NA,4238,NA,NA,31126,NA,NA,7.3445021236432275,NA,NA,8977.068899999998,NA,NA
RC2_0064_ICR-3,RC2_0064,T03,0064,3,NA,NA,4565,NA,NA,30430,NA,NA,6.665936473165389,NA,NA,8977.068899999998,NA,NA
RC2_0065_ICR-1,RC2_0065,T02,0065,1,NA,NA,4572,NA,NA,32286,NA,NA,7.061679790026247,NA,NA,13461.462,NA,NA
RC2_0065_ICR-2,RC2_0065,T02,0065,2,NA,NA,4686,NA,NA,29771,NA,NA,6.3531796841656,NA,NA,13461.462,NA,NA
RC2_0065_ICR-3,RC2_0065,T02,0065,3,NA,NA,4486,NA,NA,29638,NA,NA,6.606776638430674,NA,NA,13461.462,NA,NA
RC2_0066_ICR-1,RC2_0066,T07,0066,1,NA,NA,4664,NA,NA,30394,NA,NA,6.516723842195541,NA,NA,14144.724900000001,NA,NA
RC2_0066_ICR-2,RC2_0066,T07,0066,2,NA,NA,4663,NA,NA,30430,NA,NA,6.52584173279005,NA,NA,14144.724900000001,NA,NA
RC2_0066_ICR-3,RC2_0066,T07,0066,3,NA,NA,4415,NA,NA,29232,NA,NA,6.621064552661382,NA,NA,14144.724900000001,NA,NA
RC2_0067_ICR-1,RC2_0067,T06,0067,1,NA,NA,3923,NA,NA,27503,NA,NA,7.010706092276319,NA,NA,206.20349999999996,NA,NA
RC2_0067_ICR-2,RC2_0067,T06,0067,2,NA,NA,2874,NA,NA,24020,NA,NA,8.357689631176061,NA,NA,206.20349999999996,NA,NA
RC2_0067_ICR-3,RC2_0067,T06,0067,3,NA,NA,2813,NA,NA,23829,NA,NA,8.471027372911482,NA,NA,206.20349999999996,NA,NA
RC2_0068_ICR-1,RC2_0068,T05P,0068,1,NA,NA,4213,NA,NA,26236,NA,NA,6.227391407548065,NA,NA,383.86440000000005,NA,NA
RC2_0068_ICR-2,RC2_0068,T05P,0068,2,NA,NA,4088,NA,NA,27893,NA,NA,6.823140900195694,NA,NA,383.86440000000005,NA,NA
RC2_0068_ICR-3,RC2_0068,T05P,0068,3,NA,NA,4388,NA,NA,27948,NA,NA,6.36918869644485,NA,NA,383.86440000000005,NA,NA
RC2_0069_ICR-1,RC2_0069,T42,0069,1,NA,NA,4711,NA,NA,28081,NA,NA,5.960730205901083,NA,NA,2465.9001000000003,NA,NA
RC2_0069_ICR-2,RC2_0069,T42,0069,2,NA,NA,4110,NA,NA,30530,NA,NA,7.428223844282239,NA,NA,2465.9001000000003,NA,NA
RC2_0069_ICR-3,RC2_0069,T42,0069,3,NA,NA,4662,NA,NA,28042,NA,NA,6.015015015015015,NA,NA,2465.9001000000003,NA,NA
RC2_0070_ICR-1,RC2_0070,T03,0070,1,NA,NA,4658,NA,NA,29029,NA,NA,6.232073851438385,NA,NA,8977.068899999998,NA,NA
RC2_0070_ICR-2,RC2_0070,T03,0070,2,NA,NA,2782,NA,NA,24088,NA,NA,8.658519051042415,NA,NA,8977.068899999998,NA,NA
RC2_0070_ICR-3,RC2_0070,T03,0070,3,NA,NA,4648,NA,NA,28046,NA,NA,6.033993115318417,NA,NA,8977.068899999998,NA,NA
RC2_0071_ICR-1,RC2_0071,T02,0071,1,NA,NA,4820,NA,NA,30690,NA,NA,6.367219917012448,NA,NA,13461.462,NA,NA
RC2_0071_ICR-2,RC2_0071,T02,0071,2,NA,NA,4607,NA,NA,28335,NA,NA,6.150423268938572,NA,NA,13461.462,NA,NA
RC2_0071_ICR-3,RC2_0071,T02,0071,3,NA,NA,4297,NA,NA,26492,NA,NA,6.165231556900163,NA,NA,13461.462,NA,NA
RC2_0072_ICR-1,RC2_0072,T07,0072,1,NA,NA,4493,NA,NA,31904,NA,NA,7.100823503227242,NA,NA,14144.724900000001,NA,NA
RC2_0072_ICR-2,RC2_0072,T07,0072,2,NA,NA,3731,NA,NA,31214,NA,NA,8.366121683194853,NA,NA,14144.724900000001,NA,NA
RC2_0072_ICR-3,RC2_0072,T07,0072,3,NA,NA,4751,NA,NA,28754,NA,NA,6.052199536939591,NA,NA,14144.724900000001,NA,NA
RC2_0073_ICR-1,RC2_0073,T07,0073,1,NA,NA,4426,NA,NA,29904,NA,NA,6.756439222774514,NA,NA,14144.724900000001,NA,NA
RC2_0073_ICR-2,RC2_0073,T07,0073,2,NA,NA,4777,NA,NA,29453,NA,NA,6.165585095248064,NA,NA,14144.724900000001,NA,NA
RC2_0073_ICR-3,RC2_0073,T07,0073,3,NA,NA,4345,NA,NA,29292,NA,NA,6.741542002301496,NA,NA,14144.724900000001,NA,NA
RC2_0074_ICR-1,RC2_0074,T02,0074,1,NA,NA,4737,NA,NA,33253,NA,NA,7.019843782985012,NA,NA,13461.462,NA,NA
RC2_0074_ICR-2,RC2_0074,T02,0074,2,NA,NA,4356,NA,NA,27269,NA,NA,6.26010101010101,NA,NA,13461.462,NA,NA
RC2_0074_ICR-3,RC2_0074,T02,0074,3,NA,NA,4243,NA,NA,31090,NA,NA,7.327362715060099,NA,NA,13461.462,NA,NA
RC2_0075_ICR-1,RC2_0075,T03,0075,1,NA,NA,4315,NA,NA,27898,NA,NA,6.4653534183082275,NA,NA,8977.068899999998,NA,NA
RC2_0075_ICR-2,RC2_0075,T03,0075,2,NA,NA,4594,NA,NA,30119,NA,NA,6.55616020896822,NA,NA,8977.068899999998,NA,NA
RC2_0075_ICR-3,RC2_0075,T03,0075,3,NA,NA,4097,NA,NA,27966,NA,NA,6.8259702221137415,NA,NA,8977.068899999998,NA,NA
RC2_0076_ICR-1,RC2_0076,T42,0076,1,NA,NA,4502,NA,NA,28949,NA,NA,6.4302532207907594,NA,NA,2465.9001000000003,NA,NA
RC2_0076_ICR-2,RC2_0076,T42,0076,2,NA,NA,4601,NA,NA,30277,NA,NA,6.580525972614649,NA,NA,2465.9001000000003,NA,NA
RC2_0076_ICR-3,RC2_0076,T42,0076,3,NA,NA,4420,NA,NA,29115,NA,NA,6.58710407239819,NA,NA,2465.9001000000003,NA,NA
RC2_0077_ICR-1,RC2_0077,T05P,0077,1,NA,NA,4359,NA,NA,25959,NA,NA,5.955264969029594,NA,NA,383.86440000000005,NA,NA
RC2_0077_ICR-2,RC2_0077,T05P,0077,2,NA,NA,4746,NA,NA,28279,NA,NA,5.958491361146228,NA,NA,383.86440000000005,NA,NA
RC2_0077_ICR-3,RC2_0077,T05P,0077,3,NA,NA,4322,NA,NA,28190,NA,NA,6.522443313280888,NA,NA,383.86440000000005,NA,NA
RC2_0078_ICR-1,RC2_0078,T06,0078,1,NA,NA,3866,NA,NA,29758,NA,NA,7.697361614071392,NA,NA,206.20349999999996,NA,NA
RC2_0078_ICR-2,RC2_0078,T06,0078,2,NA,NA,3662,NA,NA,28370,NA,NA,7.747132714363736,NA,NA,206.20349999999996,NA,NA
RC2_0078_ICR-3,RC2_0078,T06,0078,3,NA,NA,3306,NA,NA,26099,NA,NA,7.894434361766486,NA,NA,206.20349999999996,NA,NA
RC2_0079_ICR-1,RC2_0079,T06,0079,1,NA,NA,3676,NA,NA,26951,NA,NA,7.331610446137105,NA,NA,206.20349999999996,NA,NA
RC2_0079_ICR-2,RC2_0079,T06,0079,2,NA,NA,3690,NA,NA,25223,NA,NA,6.83550135501355,NA,NA,206.20349999999996,NA,NA
RC2_0079_ICR-3,RC2_0079,T06,0079,3,NA,NA,3564,NA,NA,25344,NA,NA,7.111111111111111,NA,NA,206.20349999999996,NA,NA
RC2_0080_ICR-1,RC2_0080,T05P,0080,1,NA,NA,4315,NA,NA,26501,NA,NA,6.141599073001159,NA,NA,383.86440000000005,NA,NA
RC2_0080_ICR-2,RC2_0080,T05P,0080,2,NA,NA,3552,NA,NA,25444,NA,NA,7.163288288288288,NA,NA,383.86440000000005,NA,NA
RC2_0080_ICR-3,RC2_0080,T05P,0080,3,NA,NA,4337,NA,NA,28016,NA,NA,6.4597648143878255,NA,NA,383.86440000000005,NA,NA
RC2_0081_ICR-1,RC2_0081,T42,0081,1,NA,NA,4416,NA,NA,31092,NA,NA,7.040760869565218,NA,NA,2465.9001000000003,NA,NA
RC2_0081_ICR-2,RC2_0081,T42,0081,2,NA,NA,3839,NA,NA,32180,NA,NA,8.382391247720761,NA,NA,2465.9001000000003,NA,NA
RC2_0081_ICR-3,RC2_0081,T42,0081,3,NA,NA,4536,NA,NA,30192,NA,NA,6.656084656084656,NA,NA,2465.9001000000003,NA,NA
RC2_0082_ICR-1,RC2_0082,T03,0082,1,NA,NA,4884,NA,NA,30664,NA,NA,6.278460278460279,NA,NA,8977.068899999998,NA,NA
RC2_0082_ICR-2,RC2_0082,T03,0082,2,NA,NA,4701,NA,NA,29143,NA,NA,6.199319293767283,NA,NA,8977.068899999998,NA,NA
RC2_0082_ICR-3,RC2_0082,T03,0082,3,NA,NA,4624,NA,NA,28846,NA,NA,6.2383217993079585,NA,NA,8977.068899999998,NA,NA
RC2_0083_ICR-1,RC2_0083,T02,0083,1,NA,NA,4817,NA,NA,33297,NA,NA,6.912393605978825,NA,NA,13461.462,NA,NA
RC2_0083_ICR-2,RC2_0083,T02,0083,2,NA,NA,4516,NA,NA,33096,NA,NA,7.3286093888396815,NA,NA,13461.462,NA,NA
RC2_0083_ICR-3,RC2_0083,T02,0083,3,NA,NA,4369,NA,NA,30177,NA,NA,6.907072556649119,NA,NA,13461.462,NA,NA
RC2_0084_ICR-1,RC2_0084,T07,0084,1,NA,NA,4304,NA,NA,31433,NA,NA,7.303206319702603,NA,NA,14144.724900000001,NA,NA
RC2_0084_ICR-2,RC2_0084,T07,0084,2,NA,NA,5031,NA,NA,30854,NA,NA,6.132776783939574,NA,NA,14144.724900000001,NA,NA
RC2_0084_ICR-3,RC2_0084,T07,0084,3,NA,NA,4831,NA,NA,29779,NA,NA,6.164148209480439,NA,NA,14144.724900000001,NA,NA
RC2_0085_ICR-1,RC2_0085,T06,0085,1,NA,NA,3586,NA,NA,26467,NA,NA,7.380646960401561,NA,NA,206.20349999999996,NA,NA
RC2_0085_ICR-2,RC2_0085,T06,0085,2,NA,NA,3552,NA,NA,23862,NA,NA,6.717905405405405,NA,NA,206.20349999999996,NA,NA
RC2_0085_ICR-3,RC2_0085,T06,0085,3,NA,NA,3761,NA,NA,28787,NA,NA,7.6540813613400704,NA,NA,206.20349999999996,NA,NA
RC2_0086_ICR-1,RC2_0086,T05P,0086,1,NA,NA,4186,NA,NA,26027,NA,NA,6.217630195891066,NA,NA,383.86440000000005,NA,NA
RC2_0086_ICR-2,RC2_0086,T05P,0086,2,NA,NA,4577,NA,NA,28863,NA,NA,6.306095695870658,NA,NA,383.86440000000005,NA,NA
RC2_0086_ICR-3,RC2_0086,T05P,0086,3,NA,NA,4129,NA,NA,27493,NA,NA,6.658512957132477,NA,NA,383.86440000000005,NA,NA
RC2_0087_ICR-1,RC2_0087,T42,0087,1,NA,NA,4612,NA,NA,26623,NA,NA,5.772549869904597,NA,NA,2465.9001000000003,NA,NA
RC2_0087_ICR-2,RC2_0087,T42,0087,2,NA,NA,4347,NA,NA,32370,NA,NA,7.446514837819185,NA,NA,2465.9001000000003,NA,NA
RC2_0087_ICR-3,RC2_0087,T42,0087,3,NA,NA,4856,NA,NA,28004,NA,NA,5.766886326194399,NA,NA,2465.9001000000003,NA,NA
RC2_0088_ICR-1,RC2_0088,T03,0088,1,NA,NA,4276,NA,NA,27831,NA,NA,6.508652946679139,NA,NA,8977.068899999998,NA,NA
RC2_0088_ICR-2,RC2_0088,T03,0088,2,NA,NA,4676,NA,NA,28132,NA,NA,6.016253207869974,NA,NA,8977.068899999998,NA,NA
RC2_0088_ICR-3,RC2_0088,T03,0088,3,NA,NA,4614,NA,NA,31494,NA,NA,6.825747724317295,NA,NA,8977.068899999998,NA,NA
RC2_0089_ICR-1,RC2_0089,T02,0089,1,NA,NA,4742,NA,NA,30670,NA,NA,6.467735132855335,NA,NA,13461.462,NA,NA
RC2_0089_ICR-2,RC2_0089,T02,0089,2,NA,NA,4526,NA,NA,28536,NA,NA,6.304904993371631,NA,NA,13461.462,NA,NA
RC2_0089_ICR-3,RC2_0089,T02,0089,3,NA,NA,4740,NA,NA,30464,NA,NA,6.427004219409283,NA,NA,13461.462,NA,NA
RC2_0090_ICR-1,RC2_0090,T07,0090,1,NA,NA,4497,NA,NA,31652,NA,NA,7.0384700911718925,NA,NA,14144.724900000001,NA,NA
RC2_0090_ICR-2,RC2_0090,T07,0090,2,NA,NA,4366,NA,NA,28433,NA,NA,6.512368300503894,NA,NA,14144.724900000001,NA,NA
RC2_0090_ICR-3,RC2_0090,T07,0090,3,NA,NA,4628,NA,NA,28948,NA,NA,6.254969749351772,NA,NA,14144.724900000001,NA,NA
RC2_0091_ICR-1,RC2_0091,T06,0091,1,NA,NA,2827,NA,NA,27299,NA,NA,9.656526353024407,NA,NA,206.20349999999996,NA,NA
RC2_0091_ICR-2,RC2_0091,T06,0091,2,NA,NA,2513,NA,NA,18809,NA,NA,7.484679665738161,NA,NA,206.20349999999996,NA,NA
RC2_0091_ICR-3,RC2_0091,T06,0091,3,NA,NA,2819,NA,NA,24271,NA,NA,8.609790705924086,NA,NA,206.20349999999996,NA,NA
RC2_0092_ICR-1,RC2_0092,T05P,0092,1,NA,NA,2967,NA,NA,25433,NA,NA,8.571958206943041,NA,NA,383.86440000000005,NA,NA
RC2_0092_ICR-2,RC2_0092,T05P,0092,2,NA,NA,3915,NA,NA,27477,NA,NA,7.0183908045977015,NA,NA,383.86440000000005,NA,NA
RC2_0092_ICR-3,RC2_0092,T05P,0092,3,NA,NA,3277,NA,NA,25226,NA,NA,7.697894415624046,NA,NA,383.86440000000005,NA,NA
RC2_0093_ICR-1,RC2_0093,T42,0093,1,NA,NA,3867,NA,NA,27177,NA,NA,7.027928626842513,NA,NA,2465.9001000000003,NA,NA
RC2_0093_ICR-2,RC2_0093,T42,0093,2,NA,NA,4085,NA,NA,30258,NA,NA,7.407099143206854,NA,NA,2465.9001000000003,NA,NA
RC2_0093_ICR-3,RC2_0093,T42,0093,3,NA,NA,4738,NA,NA,32106,NA,NA,6.776276910088645,NA,NA,2465.9001000000003,NA,NA
RC2_0094_ICR-1,RC2_0094,T03,0094,1,NA,NA,4354,NA,NA,27275,NA,NA,6.264354616444648,NA,NA,8977.068899999998,NA,NA
RC2_0094_ICR-2,RC2_0094,T03,0094,2,NA,NA,4046,NA,NA,31080,NA,NA,7.681660899653979,NA,NA,8977.068899999998,NA,NA
RC2_0094_ICR-3,RC2_0094,T03,0094,3,NA,NA,4340,NA,NA,30066,NA,NA,6.927649769585253,NA,NA,8977.068899999998,NA,NA
RC2_0095_ICR-1,RC2_0095,T02,0095,1,NA,NA,4108,NA,NA,29247,NA,NA,7.11952288218111,NA,NA,13461.462,NA,NA
RC2_0095_ICR-2,RC2_0095,T02,0095,2,NA,NA,4465,NA,NA,30501,NA,NA,6.831131019036954,NA,NA,13461.462,NA,NA
RC2_0095_ICR-3,RC2_0095,T02,0095,3,NA,NA,4211,NA,NA,27332,NA,NA,6.490619805271907,NA,NA,13461.462,NA,NA
RC2_0096_ICR-1,RC2_0096,T07,0096,1,NA,NA,3641,NA,NA,33619,NA,NA,9.233452348255971,NA,NA,14144.724900000001,NA,NA
RC2_0096_ICR-2,RC2_0096,T07,0096,2,NA,NA,4549,NA,NA,28184,NA,NA,6.195647395031875,NA,NA,14144.724900000001,NA,NA
RC2_0096_ICR-3,RC2_0096,T07,0096,3,NA,NA,4219,NA,NA,28812,NA,NA,6.829106423323062,NA,NA,14144.724900000001,NA,NA
RC2_0097_ICR-1,RC2_0097,T07,0097,1,NA,NA,4247,NA,NA,27282,NA,NA,6.423828584883447,NA,NA,14144.724900000001,NA,NA
RC2_0097_ICR-2,RC2_0097,T07,0097,2,NA,NA,4095,NA,NA,29345,NA,NA,7.166056166056166,NA,NA,14144.724900000001,NA,NA
RC2_0097_ICR-3,RC2_0097,T07,0097,3,NA,NA,3893,NA,NA,31701,NA,NA,8.14307731826355,NA,NA,14144.724900000001,NA,NA
RC2_0098_ICR-1,RC2_0098,T02,0098,1,NA,NA,4349,NA,NA,30573,NA,NA,7.029891929179121,NA,NA,13461.462,NA,NA
RC2_0098_ICR-2,RC2_0098,T02,0098,2,NA,NA,4407,NA,NA,28937,NA,NA,6.566144769684593,NA,NA,13461.462,NA,NA
RC2_0098_ICR-3,RC2_0098,T02,0098,3,NA,NA,4292,NA,NA,28458,NA,NA,6.630475302889096,NA,NA,13461.462,NA,NA
RC2_0099_ICR-1,RC2_0099,T03,0099,1,NA,NA,4541,NA,NA,29891,NA,NA,6.582470821404977,NA,NA,8977.068899999998,NA,NA
RC2_0099_ICR-2,RC2_0099,T03,0099,2,NA,NA,4234,NA,NA,32470,NA,NA,7.66887104393009,NA,NA,8977.068899999998,NA,NA
RC2_0099_ICR-3,RC2_0099,T03,0099,3,NA,NA,4379,NA,NA,32301,NA,NA,7.376341630509248,NA,NA,8977.068899999998,NA,NA
RC2_0100_ICR-1,RC2_0100,T42,NA,1,NA,NA,4789,NA,NA,30541,NA,NA,6.377323031948214,NA,NA,2465.9001000000003,NA,NA
RC2_0100_ICR-2,RC2_0100,T42,NA,2,NA,NA,4161,NA,NA,28424,NA,NA,6.831050228310502,NA,NA,2465.9001000000003,NA,NA
RC2_0100_ICR-3,RC2_0100,T42,NA,3,NA,NA,4194,NA,NA,31157,NA,NA,7.42894611349547,NA,NA,2465.9001000000003,NA,NA
RC2_0101_ICR-1,RC2_0101,T06,NA,1,NA,NA,3099,NA,NA,28783,NA,NA,9.287834785414647,NA,NA,206.20349999999996,NA,NA
RC2_0101_ICR-2,RC2_0101,T06,NA,2,NA,NA,3132,NA,NA,16307,NA,NA,5.206577266922094,NA,NA,206.20349999999996,NA,NA
RC2_0101_ICR-3,RC2_0101,T06,NA,3,NA,NA,3204,NA,NA,26984,NA,NA,8.421972534332085,NA,NA,206.20349999999996,NA,NA
RC2_0103_ICR-1,RC2_0103,T42,NA,1,NA,NA,3900,NA,NA,34859,NA,NA,8.938205128205128,NA,NA,2465.9001000000003,NA,NA
RC2_0103_ICR-2,RC2_0103,T42,NA,2,NA,NA,4026,NA,NA,31071,NA,NA,7.717585692995529,NA,NA,2465.9001000000003,NA,NA
RC2_0103_ICR-3,RC2_0103,T42,NA,3,NA,NA,4441,NA,NA,29464,NA,NA,6.6345417698716505,NA,NA,2465.9001000000003,NA,NA
RC2_0104_ICR-1,RC2_0104,T03,NA,1,NA,NA,3896,NA,NA,27414,NA,NA,7.036447638603696,NA,NA,8977.068899999998,NA,NA
RC2_0104_ICR-2,RC2_0104,T03,NA,2,NA,NA,3586,NA,NA,29064,NA,NA,8.104852203011712,NA,NA,8977.068899999998,NA,NA
RC2_0104_ICR-3,RC2_0104,T03,NA,3,NA,NA,4068,NA,NA,29957,NA,NA,7.364060963618486,NA,NA,8977.068899999998,NA,NA
RC2_0105_ICR-1,RC2_0105,T02,NA,1,NA,NA,4313,NA,NA,27542,NA,NA,6.385810340830049,NA,NA,13461.462,NA,NA
RC2_0105_ICR-2,RC2_0105,T02,NA,2,NA,NA,4362,NA,NA,27727,NA,NA,6.356487849610271,NA,NA,13461.462,NA,NA
RC2_0105_ICR-3,RC2_0105,T02,NA,3,NA,NA,4358,NA,NA,28513,NA,NA,6.5426801284993115,NA,NA,13461.462,NA,NA
RC2_0106_ICR-1,RC2_0106,T07,NA,1,NA,NA,4184,NA,NA,31887,NA,NA,7.621175908221797,NA,NA,14144.724900000001,NA,NA
